sales_id,car_key,date_key,customer_key,acquisition_source_key,location_key,list_price,selling_price,discount_amount,discount_pct,cost_price,profit,profit_margin,depreciation_amount,discount_to_deprec_ratio,net_revenue,days_on_lot,car_age,mileage,quantity
3696,1237,20240630,17,1,1,738000.0,659000.0,79000.0,10.7,571000.0,88000.0,13.35,59040.0,133.81,659000.0,36,1,15941,1
3697,1225,20251220,79,1,1,150000.0,139000.0,11000.0,7.33,114000.0,25000.0,17.99,126043.49,8.73,139000.0,93,22,297500,1
3698,7,20250928,89,2,1,932000.0,879000.0,53000.0,5.69,740000.0,139000.0,15.81,317736.02,16.68,879000.0,73,5,97500,1
3699,579,20241205,72,2,1,597000.0,529000.0,68000.0,11.39,457000.0,72000.0,13.61,290608.33,23.4,529000.0,50,8,237500,1
3700,400,20250820,57,3,1,255000.0,229000.0,26000.0,10.2,190000.0,39000.0,17.03,168745.47,15.41,229000.0,105,13,84000,1
3701,621,20250707,22,1,1,178000.0,169000.0,9000.0,5.06,144000.0,25000.0,14.79,117790.95,7.64,169000.0,77,13,48000,1
3702,400,20260408,7,3,1,281000.0,259000.0,22000.0,7.83,212000.0,47000.0,18.15,185950.89,11.83,259000.0,14,13,109000,1
3703,40,20260302,73,1,1,595000.0,519000.0,76000.0,12.77,420000.0,99000.0,19.08,263081.27,28.89,519000.0,62,7,112500,1
3704,986,20250828,3,1,1,595000.0,519000.0,76000.0,12.77,420000.0,99000.0,19.08,263081.27,28.89,519000.0,62,7,112500,1
3705,850,20241008,54,1,1,604000.0,549000.0,55000.0,9.11,474000.0,75000.0,13.66,237761.58,23.13,549000.0,17,6,92000,1
3706,1226,20240623,56,1,1,604000.0,549000.0,55000.0,9.11,474000.0,75000.0,13.66,237761.58,23.13,549000.0,17,6,92000,1
3707,1227,20260706,64,2,1,577000.0,528000.0,49000.0,8.49,427000.0,101000.0,19.13,196709.96,24.91,528000.0,31,5,52500,1
3708,1830,20251118,9,3,1,577000.0,528000.0,49000.0,8.49,427000.0,101000.0,19.13,196709.96,24.91,528000.0,31,5,52500,1
3709,1228,20250227,75,2,1,656000.0,599000.0,57000.0,8.69,492000.0,107000.0,17.86,186046.22,30.64,599000.0,115,4,132500,1
3710,1229,20250130,50,1,10,1489000.0,1390000.0,99000.0,6.65,1207000.0,183000.0,13.17,842195.59,11.75,1390000.0,16,10,172500,1
3711,189,20250729,71,2,1,314000.0,289000.0,25000.0,7.96,239000.0,50000.0,17.3,152849.27,16.36,289000.0,31,8,92500,1
3712,916,20250127,57,1,1,314000.0,289000.0,25000.0,7.96,239000.0,50000.0,17.3,152849.27,16.36,289000.0,31,8,92500,1
3713,121,20240809,8,3,1,411000.0,378000.0,33000.0,8.03,332000.0,46000.0,12.17,140117.49,23.55,378000.0,55,5,144000,1
3714,73,20241022,53,1,1,533000.0,505000.0,28000.0,5.25,444000.0,61000.0,12.08,337033.82,8.31,505000.0,39,12,137500,1
3715,1132,20241017,75,3,1,533000.0,505000.0,28000.0,5.25,444000.0,61000.0,12.08,337033.82,8.31,505000.0,39,12,137500,1
3716,1230,20250515,35,3,1,302000.0,268000.0,34000.0,11.26,220000.0,48000.0,17.91,159407.27,21.33,268000.0,110,9,107500,1
3717,60,20251021,49,3,1,916000.0,839000.0,77000.0,8.41,674000.0,165000.0,19.67,259784.05,29.64,839000.0,25,4,53020,1
3718,672,20250320,24,2,1,916000.0,839000.0,77000.0,8.41,674000.0,165000.0,19.67,259784.05,29.64,839000.0,25,4,53020,1
3719,1051,20240519,78,3,1,225000.0,199000.0,26000.0,11.56,170000.0,29000.0,14.57,174839.32,14.87,199000.0,88,18,267500,1
3720,238,20261218,7,3,1,793000.0,699000.0,94000.0,11.85,584000.0,115000.0,16.45,270348.35,34.77,699000.0,14,5,67500,1
3721,698,20260114,40,1,1,406000.0,379000.0,27000.0,6.65,306000.0,73000.0,19.26,159819.87,16.89,379000.0,76,6,37500,1
3722,1396,20261002,51,2,1,406000.0,379000.0,27000.0,6.65,306000.0,73000.0,19.26,159819.87,16.89,379000.0,76,6,37500,1
3723,1231,20240429,36,2,10,668000.0,599000.0,69000.0,10.33,513000.0,86000.0,14.36,460123.19,15.0,599000.0,32,14,172500,1
3724,1232,20260728,34,1,1,591000.0,539000.0,52000.0,8.8,433000.0,106000.0,19.67,261312.66,19.9,539000.0,70,7,112500,1
3725,1401,20241021,74,2,1,591000.0,539000.0,52000.0,8.8,433000.0,106000.0,19.67,261312.66,19.9,539000.0,70,7,112500,1
3726,771,20251125,53,3,1,545000.0,479000.0,66000.0,12.11,417000.0,62000.0,12.94,360652.07,18.3,479000.0,83,13,122500,1
3727,16,20241123,67,1,1,599000.0,559000.0,40000.0,6.68,453000.0,106000.0,18.96,47920.0,83.47,559000.0,14,1,17890,1
3728,235,20250718,33,1,1,848000.0,759000.0,89000.0,10.5,615000.0,144000.0,18.97,130252.8,68.33,759000.0,32,2,22500,1
3729,4,20241010,80,1,1,499000.0,449000.0,50000.0,10.02,366000.0,83000.0,18.49,141519.91,35.33,449000.0,88,4,85988,1
3730,69,20250501,66,3,1,499000.0,449000.0,50000.0,10.02,366000.0,83000.0,18.49,141519.91,35.33,449000.0,88,4,85988,1
3731,247,20240711,54,1,1,539000.0,499000.0,40000.0,7.42,438000.0,61000.0,12.22,340827.82,11.74,499000.0,91,12,162959,1
3732,199,20250607,65,3,1,478000.0,449000.0,29000.0,6.07,384000.0,65000.0,14.48,73420.8,39.5,449000.0,34,2,7500,1
3733,572,20260926,69,3,1,478000.0,449000.0,29000.0,6.07,384000.0,65000.0,14.48,73420.8,39.5,449000.0,34,2,7500,1
3734,806,20241112,40,1,1,690000.0,619000.0,71000.0,10.29,535000.0,84000.0,13.57,55200.0,128.62,619000.0,17,1,17970,1
3735,11,20250823,80,2,1,516000.0,459000.0,57000.0,11.05,382000.0,77000.0,16.78,114196.99,49.91,459000.0,104,3,60250,1
3736,264,20260729,64,1,1,516000.0,459000.0,57000.0,11.05,382000.0,77000.0,16.78,114196.99,49.91,459000.0,104,3,60250,1
3737,1233,20260127,10,1,1,810000.0,749000.0,61000.0,7.53,619000.0,130000.0,17.36,64800.0,94.14,749000.0,30,1,2500,1
3738,1234,20241027,82,2,1,434000.0,389000.0,45000.0,10.37,318000.0,71000.0,18.25,66662.4,67.5,389000.0,11,2,2500,1
3739,229,20240416,14,2,1,576000.0,529000.0,47000.0,8.16,444000.0,85000.0,16.07,46080.0,102.0,529000.0,31,1,30231,1
3740,1420,20261231,75,3,1,576000.0,529000.0,47000.0,8.16,444000.0,85000.0,16.07,46080.0,102.0,529000.0,31,1,30231,1
3741,438,20251120,51,2,1,447000.0,399000.0,48000.0,10.74,337000.0,62000.0,15.54,126772.35,37.86,399000.0,81,4,132309,1
3742,569,20240811,91,2,1,447000.0,399000.0,48000.0,10.74,337000.0,62000.0,15.54,126772.35,37.86,399000.0,81,4,132309,1
3743,113,20261103,1,2,1,416000.0,389000.0,27000.0,6.49,331000.0,58000.0,14.91,33280.0,81.13,389000.0,96,1,2500,1
3744,11,20260902,25,1,1,534000.0,469000.0,65000.0,12.17,385000.0,84000.0,17.91,118180.61,55.0,469000.0,105,3,8574,1
3745,264,20261015,98,3,1,534000.0,469000.0,65000.0,12.17,385000.0,84000.0,17.91,118180.61,55.0,469000.0,105,3,8574,1
3746,637,20251104,22,2,1,506000.0,469000.0,37000.0,7.31,411000.0,58000.0,12.37,77721.6,47.61,469000.0,81,2,2500,1
3747,199,20260727,36,3,1,510000.0,469000.0,41000.0,8.04,382000.0,87000.0,18.55,78336.0,52.34,469000.0,77,2,11096,1
3748,572,20240430,27,3,1,510000.0,469000.0,41000.0,8.04,382000.0,87000.0,18.55,78336.0,52.34,469000.0,77,2,11096,1
3749,263,20260429,21,3,1,569000.0,539000.0,30000.0,5.27,473000.0,66000.0,12.24,87398.4,34.33,539000.0,73,2,44939,1
3750,629,20251105,31,1,1,569000.0,539000.0,30000.0,5.27,473000.0,66000.0,12.24,87398.4,34.33,539000.0,73,2,44939,1
3751,470,20250417,93,1,1,498000.0,469000.0,29000.0,5.82,376000.0,93000.0,19.83,39840.0,72.79,469000.0,103,1,6061,1
3752,1236,20240629,6,3,1,498000.0,469000.0,29000.0,5.82,376000.0,93000.0,19.83,39840.0,72.79,469000.0,103,1,6061,1
3753,1233,20240521,52,1,1,825000.0,749000.0,76000.0,9.21,628000.0,121000.0,16.15,66000.0,115.15,749000.0,28,1,2500,1
3754,1235,20240307,91,3,1,430000.0,399000.0,31000.0,7.21,330000.0,69000.0,17.29,95164.16,32.58,399000.0,96,3,34168,1
3755,229,20240326,80,2,1,611000.0,539000.0,72000.0,11.78,451000.0,88000.0,16.33,48880.0,147.3,539000.0,91,1,6053,1
3756,1420,20251212,8,2,1,611000.0,539000.0,72000.0,11.78,451000.0,88000.0,16.33,48880.0,147.3,539000.0,91,1,6053,1
3757,470,20260606,62,2,1,619000.0,589000.0,30000.0,4.85,498000.0,91000.0,15.45,49520.0,60.58,589000.0,62,1,8509,1
3758,1236,20260316,95,1,1,619000.0,589000.0,30000.0,4.85,498000.0,91000.0,15.45,49520.0,60.58,589000.0,62,1,8509,1
3759,113,20241214,10,3,1,488000.0,449000.0,39000.0,7.99,375000.0,74000.0,16.48,39040.0,99.9,449000.0,102,1,18860,1
3760,235,20240414,71,1,1,671000.0,619000.0,52000.0,7.75,516000.0,103000.0,16.64,103065.6,50.45,619000.0,96,2,8176,1
3761,806,20261108,40,3,1,1040000.0,989000.0,51000.0,4.9,849000.0,140000.0,14.16,83200.0,61.3,989000.0,106,1,9443,1
3762,263,20250113,80,3,1,530000.0,499000.0,31000.0,5.85,427000.0,72000.0,14.43,81408.0,38.08,499000.0,61,2,215675,1
3763,629,20240918,35,1,1,530000.0,499000.0,31000.0,5.85,427000.0,72000.0,14.43,81408.0,38.08,499000.0,61,2,215675,1
3764,235,20240213,86,2,1,610000.0,559000.0,51000.0,8.36,484000.0,75000.0,13.42,93696.0,54.43,559000.0,56,2,14396,1
3765,11,20250527,85,1,1,439000.0,399000.0,40000.0,9.11,327000.0,72000.0,18.05,97155.97,41.17,399000.0,91,3,90912,1
3766,264,20240812,26,1,1,439000.0,399000.0,40000.0,9.11,327000.0,72000.0,18.05,97155.97,41.17,399000.0,91,3,90912,1
3767,245,20260525,74,1,1,435000.0,399000.0,36000.0,8.28,339000.0,60000.0,15.04,148299.54,24.28,399000.0,63,5,70636,1
3768,275,20251220,72,2,1,435000.0,399000.0,36000.0,8.28,339000.0,60000.0,15.04,148299.54,24.28,399000.0,63,5,70636,1
3769,229,20240627,64,1,1,881000.0,799000.0,82000.0,9.31,677000.0,122000.0,15.27,70480.0,116.35,799000.0,53,1,14797,1
3770,1420,20240129,88,2,1,881000.0,799000.0,82000.0,9.31,677000.0,122000.0,15.27,70480.0,116.35,799000.0,53,1,14797,1
3771,1224,20240320,4,2,1,531000.0,479000.0,52000.0,9.79,397000.0,82000.0,17.12,42480.0,122.41,479000.0,106,1,8069,1
3772,1237,20250611,71,2,1,531000.0,479000.0,52000.0,9.79,397000.0,82000.0,17.12,42480.0,122.41,479000.0,106,1,8069,1
3773,1238,20260612,4,2,1,451000.0,429000.0,22000.0,4.88,360000.0,69000.0,16.08,36080.0,60.98,429000.0,16,1,12500,1
3774,245,20250305,16,2,1,361000.0,329000.0,32000.0,8.86,271000.0,58000.0,17.63,123071.57,26.0,329000.0,101,5,182218,1
3775,275,20260117,13,2,1,361000.0,329000.0,32000.0,8.86,271000.0,58000.0,17.63,123071.57,26.0,329000.0,101,5,182218,1
3776,4,20261202,99,1,1,561000.0,489000.0,72000.0,12.83,397000.0,92000.0,18.81,159103.55,45.25,489000.0,10,4,74709,1
3777,69,20250701,50,2,1,561000.0,489000.0,72000.0,12.83,397000.0,92000.0,18.81,159103.55,45.25,489000.0,10,4,74709,1
3778,235,20250610,67,2,1,638000.0,579000.0,59000.0,9.25,473000.0,106000.0,18.31,97996.8,60.21,579000.0,72,2,27010,1
3779,779,20260324,32,1,1,636000.0,569000.0,67000.0,10.53,460000.0,109000.0,19.16,140754.43,47.6,569000.0,112,3,28499,1
3780,229,20240207,3,3,1,637000.0,589000.0,48000.0,7.54,503000.0,86000.0,14.6,50960.0,94.19,589000.0,107,1,9584,1
3781,1420,20251022,96,2,1,637000.0,589000.0,48000.0,7.54,503000.0,86000.0,14.6,50960.0,94.19,589000.0,107,1,9584,1
3782,24,20250921,95,3,1,585000.0,519000.0,66000.0,11.28,443000.0,76000.0,14.64,129467.52,50.98,519000.0,48,3,145675,1
3783,741,20250417,38,2,1,585000.0,519000.0,66000.0,11.28,443000.0,76000.0,14.64,129467.52,50.98,519000.0,48,3,145675,1
3784,16,20260522,67,1,1,720000.0,639000.0,81000.0,11.25,560000.0,79000.0,12.36,57600.0,140.62,639000.0,28,1,16080,1
3785,94,20261107,39,1,1,748000.0,679000.0,69000.0,9.22,583000.0,96000.0,14.14,165541.38,41.68,679000.0,40,3,50721,1
3786,16,20250530,57,3,1,905000.0,789000.0,116000.0,12.82,634000.0,155000.0,19.65,72400.0,160.22,789000.0,86,1,3528,1
3787,4,20240530,55,2,1,456000.0,429000.0,27000.0,5.92,374000.0,55000.0,12.82,129324.81,20.88,429000.0,33,4,112706,1
3788,69,20240606,27,1,1,456000.0,429000.0,27000.0,5.92,374000.0,55000.0,12.82,129324.81,20.88,429000.0,33,4,112706,1
3789,470,20240810,16,1,1,609000.0,579000.0,30000.0,4.93,503000.0,76000.0,13.13,48720.0,61.58,579000.0,78,1,14031,1
3790,1236,20240422,4,1,1,609000.0,579000.0,30000.0,4.93,503000.0,76000.0,13.13,48720.0,61.58,579000.0,78,1,14031,1
3791,47,20240622,50,3,1,991000.0,879000.0,112000.0,11.3,734000.0,145000.0,16.5,79280.0,141.27,879000.0,96,1,12500,1
3792,375,20240207,46,1,1,779000.0,689000.0,90000.0,11.55,583000.0,106000.0,15.38,119654.4,75.22,689000.0,92,2,15357,1
3793,16,20260312,42,3,1,626000.0,589000.0,37000.0,5.91,517000.0,72000.0,12.22,50080.0,73.88,589000.0,74,1,4504,1
3794,21,20250815,49,1,1,849000.0,789000.0,60000.0,7.07,665000.0,124000.0,15.72,130406.4,46.01,789000.0,42,2,22500,1
3795,375,20240227,86,1,1,809000.0,769000.0,40000.0,4.94,671000.0,98000.0,12.74,124262.4,32.19,769000.0,68,2,39939,1
3796,16,20241026,44,2,1,603000.0,559000.0,44000.0,7.3,451000.0,108000.0,19.32,48240.0,91.21,559000.0,42,1,10655,1
3797,333,20250628,32,1,1,540000.0,479000.0,61000.0,11.3,391000.0,88000.0,18.37,184095.98,33.13,479000.0,41,5,122900,1
3798,734,20240907,72,1,1,540000.0,479000.0,61000.0,11.3,391000.0,88000.0,18.37,184095.98,33.13,479000.0,41,5,122900,1
3799,229,20250801,46,3,1,682000.0,619000.0,63000.0,9.24,517000.0,102000.0,16.48,54560.0,115.47,619000.0,68,1,3037,1
3800,1420,20260916,90,2,1,682000.0,619000.0,63000.0,9.24,517000.0,102000.0,16.48,54560.0,115.47,619000.0,68,1,3037,1
3801,470,20260810,76,2,1,639000.0,589000.0,50000.0,7.82,499000.0,90000.0,15.28,51120.0,97.81,589000.0,101,1,11629,1
3802,1236,20250417,71,2,1,639000.0,589000.0,50000.0,7.82,499000.0,90000.0,15.28,51120.0,97.81,589000.0,101,1,11629,1
3803,229,20250102,37,1,1,629000.0,579000.0,50000.0,7.95,501000.0,78000.0,13.47,50320.0,99.36,579000.0,110,1,91132,1
3804,1420,20240109,87,2,1,629000.0,579000.0,50000.0,7.95,501000.0,78000.0,13.47,50320.0,99.36,579000.0,110,1,91132,1
3805,1239,20260208,2,1,1,893000.0,850000.0,43000.0,4.82,747000.0,103000.0,12.12,434695.55,9.89,850000.0,50,8,112500,1
3806,1240,20260730,67,2,1,1998000.0,1850000.0,148000.0,7.41,1538000.0,312000.0,16.86,442181.38,33.47,1850000.0,21,3,99927,1
3807,323,20250228,69,3,1,964000.0,865000.0,99000.0,10.27,695000.0,170000.0,19.65,426235.88,23.23,865000.0,82,7,65000,1
3808,462,20250414,81,1,10,171000.0,149000.0,22000.0,12.87,129000.0,20000.0,13.42,117786.03,18.68,149000.0,20,14,172500,1
3809,64,20251024,63,1,1,952000.0,839000.0,113000.0,11.87,712000.0,127000.0,15.14,210689.02,53.63,839000.0,106,3,22500,1
3810,319,20260308,11,3,1,262000.0,249000.0,13000.0,4.96,203000.0,46000.0,18.47,148190.22,8.77,249000.0,28,10,162500,1
3811,669,20240706,18,2,1,1025000.0,899000.0,126000.0,12.29,755000.0,144000.0,16.02,453207.23,27.8,899000.0,63,7,162500,1
3812,35,20241107,49,2,1,969000.0,859000.0,110000.0,11.35,738000.0,121000.0,14.09,214451.33,51.29,859000.0,66,3,82500,1
3813,584,20250508,88,3,1,969000.0,859000.0,110000.0,11.35,738000.0,121000.0,14.09,214451.33,51.29,859000.0,66,3,82500,1
3814,1241,20240918,84,3,1,958000.0,849000.0,109000.0,11.38,732000.0,117000.0,13.78,423582.96,25.73,849000.0,51,7,112500,1
3815,325,20260226,14,3,1,766000.0,699000.0,67000.0,8.75,587000.0,112000.0,16.02,372874.34,17.97,699000.0,107,8,167500,1
3816,854,20241206,22,2,1,766000.0,699000.0,67000.0,8.75,587000.0,112000.0,16.02,372874.34,17.97,699000.0,107,8,167500,1
3817,684,20250508,22,2,1,805000.0,739000.0,66000.0,8.2,609000.0,130000.0,17.59,316884.22,20.83,739000.0,80,6,172500,1
3818,484,20240305,90,1,1,2105000.0,1949000.0,156000.0,7.41,1711000.0,238000.0,12.21,465861.76,33.49,1949000.0,40,3,92500,1
3819,94,20250910,81,3,1,707000.0,669000.0,38000.0,5.37,571000.0,98000.0,14.65,156467.58,24.29,669000.0,61,3,102500,1
3820,314,20250917,25,1,1,514000.0,479000.0,35000.0,6.81,399000.0,80000.0,16.7,271309.06,12.9,479000.0,11,9,167500,1
3821,1242,20260905,16,1,1,514000.0,479000.0,35000.0,6.81,399000.0,80000.0,16.7,271309.06,12.9,479000.0,11,9,167500,1
3822,39,20250121,39,1,1,622000.0,579000.0,43000.0,6.91,476000.0,103000.0,17.79,275019.41,15.64,579000.0,92,7,157500,1
3823,236,20261104,94,1,1,622000.0,579000.0,43000.0,6.91,476000.0,103000.0,17.79,275019.41,15.64,579000.0,92,7,157500,1
3824,669,20240630,85,1,1,768000.0,699000.0,69000.0,8.98,600000.0,99000.0,14.16,339573.81,20.32,699000.0,47,7,162500,1
3825,1243,20251118,30,1,1,932000.0,829000.0,103000.0,11.05,679000.0,150000.0,18.09,143155.2,71.95,829000.0,41,2,61216,1
3826,1210,20261107,99,3,1,548000.0,499000.0,49000.0,8.94,406000.0,93000.0,18.64,242300.06,20.22,499000.0,19,7,30470,1
3827,1244,20260103,21,2,1,316000.0,299000.0,17000.0,5.38,252000.0,47000.0,15.72,189714.59,8.96,299000.0,114,11,86856,1
3828,115,20240110,72,1,1,755000.0,659000.0,96000.0,12.72,542000.0,117000.0,17.75,167090.56,57.45,659000.0,17,3,38780,1
3829,526,20240709,43,2,1,571000.0,499000.0,72000.0,12.61,424000.0,75000.0,15.03,252469.59,28.52,499000.0,99,7,121888,1
3830,578,20251231,93,1,1,571000.0,499000.0,72000.0,12.61,424000.0,75000.0,15.03,252469.59,28.52,499000.0,99,7,121888,1
3831,50,20251220,95,2,1,518000.0,459000.0,59000.0,11.39,372000.0,87000.0,18.95,252152.62,23.4,459000.0,103,8,120518,1
3832,109,20250128,61,2,1,518000.0,459000.0,59000.0,11.39,372000.0,87000.0,18.95,252152.62,23.4,459000.0,103,8,120518,1
3833,148,20250924,19,1,1,723000.0,629000.0,94000.0,13.0,536000.0,93000.0,14.79,284605.33,33.03,629000.0,84,6,129742,1
3834,1245,20251113,20,2,1,662000.0,599000.0,63000.0,9.52,493000.0,106000.0,17.7,225688.03,27.91,599000.0,114,5,95544,1
3835,1246,20251001,47,3,1,985000.0,859000.0,126000.0,12.79,687000.0,172000.0,20.02,279352.93,45.1,859000.0,29,4,169602,1
3836,779,20260809,24,1,1,697000.0,659000.0,38000.0,5.45,534000.0,125000.0,18.97,154254.46,24.63,659000.0,29,3,41571,1
3837,137,20241021,64,1,1,890000.0,819000.0,71000.0,7.98,716000.0,103000.0,12.58,196967.68,36.05,819000.0,18,3,92500,1
3838,117,20260608,20,1,1,642000.0,599000.0,43000.0,6.7,521000.0,78000.0,13.02,182075.72,23.62,599000.0,81,4,65497,1
3839,35,20250706,82,2,1,812000.0,759000.0,53000.0,6.53,621000.0,138000.0,18.18,179705.34,29.49,759000.0,24,3,97236,1
3840,584,20261005,65,1,1,812000.0,759000.0,53000.0,6.53,621000.0,138000.0,18.18,179705.34,29.49,759000.0,24,3,97236,1
3841,368,20240916,71,3,1,1383000.0,1300000.0,83000.0,6.0,1121000.0,179000.0,13.77,212428.8,39.07,1300000.0,107,2,23627,1
3842,794,20240610,25,2,1,1383000.0,1300000.0,83000.0,6.0,1121000.0,179000.0,13.77,212428.8,39.07,1300000.0,107,2,23627,1
3843,375,20241004,90,3,1,733000.0,659000.0,74000.0,10.1,559000.0,100000.0,15.17,112588.8,65.73,659000.0,97,2,17639,1
3844,820,20260422,57,2,1,1455000.0,1290000.0,165000.0,11.34,1132000.0,158000.0,12.25,412648.24,39.99,1290000.0,106,4,47500,1
3845,863,20240407,75,2,1,1455000.0,1290000.0,165000.0,11.34,1132000.0,158000.0,12.25,412648.24,39.99,1290000.0,106,4,47500,1
3846,1247,20250816,33,1,1,1529000.0,1380000.0,149000.0,9.74,1145000.0,235000.0,17.03,744288.34,20.02,1380000.0,114,8,52500,1
3847,1248,20250228,73,2,1,2124000.0,1995000.0,129000.0,6.07,1705000.0,290000.0,14.54,602381.35,21.42,1995000.0,114,4,47500,1
3848,964,20260216,61,1,1,3269000.0,2890000.0,379000.0,11.59,2327000.0,563000.0,19.48,723468.93,52.39,2890000.0,118,3,72500,1
3849,39,20260824,44,1,30,667000.0,599000.0,68000.0,10.19,498000.0,101000.0,16.86,294916.32,23.06,599000.0,72,7,132500,1
3850,236,20260513,61,3,30,667000.0,599000.0,68000.0,10.19,498000.0,101000.0,16.86,294916.32,23.06,599000.0,72,7,132500,1
3851,679,20260710,99,3,30,522000.0,479000.0,43000.0,8.24,420000.0,59000.0,12.32,115524.86,37.22,479000.0,113,3,62500,1
3852,1167,20250623,47,2,30,522000.0,479000.0,43000.0,8.24,420000.0,59000.0,12.32,115524.86,37.22,479000.0,113,3,62500,1
3853,1249,20250130,78,3,1,76000.0,68000.0,8000.0,10.53,57000.0,11000.0,16.18,52349.34,15.28,68000.0,100,14,147500,1
3854,18,20240424,79,1,1,457000.0,425000.0,32000.0,7.0,350000.0,75000.0,17.65,202064.1,15.84,425000.0,30,7,192500,1
3855,172,20261015,32,2,1,457000.0,425000.0,32000.0,7.0,350000.0,75000.0,17.65,202064.1,15.84,425000.0,30,7,192500,1
3856,638,20240129,85,1,1,315000.0,290000.0,25000.0,7.94,235000.0,55000.0,18.97,123998.17,20.16,290000.0,14,6,301822,1
3857,1250,20251124,4,3,1,315000.0,290000.0,25000.0,7.94,235000.0,55000.0,18.97,123998.17,20.16,290000.0,14,6,301822,1
3858,1251,20240616,65,3,1,193000.0,169000.0,24000.0,12.44,145000.0,24000.0,14.2,149973.28,16.0,169000.0,44,18,217500,1
3859,339,20240327,79,2,1,1062000.0,984000.0,78000.0,7.34,838000.0,146000.0,14.84,163123.2,47.82,984000.0,94,2,37500,1
3860,671,20251026,30,1,1,1062000.0,984000.0,78000.0,7.34,838000.0,146000.0,14.84,163123.2,47.82,984000.0,94,2,37500,1
3861,575,20261027,99,2,1,312000.0,284000.0,28000.0,8.97,236000.0,48000.0,16.9,106366.56,26.32,284000.0,77,5,232500,1
3862,1095,20260115,90,1,1,312000.0,284000.0,28000.0,8.97,236000.0,48000.0,16.9,106366.56,26.32,284000.0,77,5,232500,1
3863,1013,20250317,2,1,1,223000.0,196000.0,27000.0,12.11,172000.0,24000.0,12.24,153604.0,17.58,196000.0,57,14,297500,1
3864,146,20260103,48,1,1,982000.0,876000.0,106000.0,10.79,702000.0,174000.0,19.86,334781.94,31.66,876000.0,89,5,82500,1
3865,341,20240310,6,3,1,982000.0,876000.0,106000.0,10.79,702000.0,174000.0,19.86,334781.94,31.66,876000.0,89,5,82500,1
3866,1252,20250829,67,3,1,290000.0,275000.0,15000.0,5.17,227000.0,48000.0,17.45,174105.16,8.62,275000.0,104,11,212500,1
3867,250,20241123,88,1,1,595000.0,559000.0,36000.0,6.05,488000.0,71000.0,12.7,314063.99,11.46,559000.0,99,9,262500,1
3868,1253,20251213,70,1,1,595000.0,559000.0,36000.0,6.05,488000.0,71000.0,12.7,314063.99,11.46,559000.0,99,9,262500,1
3869,1254,20240221,34,3,1,167000.0,159000.0,8000.0,4.79,131000.0,28000.0,17.61,100260.56,7.98,159000.0,71,11,137500,1
3870,1205,20250626,3,3,1,511000.0,459000.0,52000.0,10.18,376000.0,83000.0,18.08,144923.2,35.88,459000.0,44,4,102500,1
3871,1255,20241028,37,2,1,511000.0,459000.0,52000.0,10.18,376000.0,83000.0,18.08,144923.2,35.88,459000.0,44,4,102500,1
3872,1256,20261007,54,3,1,207000.0,189000.0,18000.0,8.7,159000.0,30000.0,15.87,117081.59,15.37,189000.0,79,10,162500,1
3873,298,20260730,86,3,1,658000.0,619000.0,39000.0,5.93,536000.0,83000.0,13.41,186613.43,20.9,619000.0,106,4,122500,1
3874,45,20240817,22,1,1,636000.0,555000.0,81000.0,12.74,449000.0,106000.0,19.1,281209.56,28.8,555000.0,30,7,192500,1
3875,1257,20240129,2,2,1,161000.0,146000.0,15000.0,9.32,128000.0,18000.0,12.33,106541.25,14.08,146000.0,89,13,112500,1
3876,701,20251220,6,3,1,322000.0,300000.0,22000.0,6.83,259000.0,41000.0,13.67,91321.47,24.09,300000.0,48,4,142500,1
3877,347,20260518,38,3,1,802000.0,729000.0,73000.0,9.1,594000.0,135000.0,18.52,273416.62,26.7,729000.0,43,5,82500,1
3878,969,20260419,68,2,1,826000.0,739000.0,87000.0,10.53,633000.0,106000.0,14.34,435994.71,19.95,739000.0,115,9,2500,1
3879,1258,20260904,57,3,1,3162000.0,2990000.0,172000.0,5.44,2484000.0,506000.0,16.92,252960.0,67.99,2990000.0,24,1,31000,1
3880,1259,20250529,6,3,1,861000.0,799000.0,62000.0,7.2,665000.0,134000.0,16.77,132249.6,46.88,799000.0,15,2,61385,1
3881,921,20250806,34,1,1,372000.0,329000.0,43000.0,11.56,284000.0,45000.0,13.68,164481.06,26.14,329000.0,75,7,103980,1
3882,1326,20250311,95,1,1,372000.0,329000.0,43000.0,11.56,284000.0,45000.0,13.68,164481.06,26.14,329000.0,75,7,103980,1
3883,1259,20240206,52,3,1,941000.0,859000.0,82000.0,8.71,753000.0,106000.0,12.34,144537.6,56.73,859000.0,97,2,26368,1
3884,1031,20250810,100,2,1,805000.0,729000.0,76000.0,9.44,591000.0,138000.0,18.93,391858.81,19.39,729000.0,65,8,146447,1
3885,556,20250205,6,1,1,1092000.0,999000.0,93000.0,8.52,833000.0,166000.0,16.62,429860.34,21.63,999000.0,58,6,158629,1
3886,134,20240423,64,2,1,294000.0,279000.0,15000.0,5.1,234000.0,45000.0,16.13,194553.6,7.71,279000.0,101,13,132500,1
3887,151,20251222,59,2,1,395000.0,369999.0,25001.0,6.33,307000.0,62999.0,17.03,192278.55,13.0,369999.0,10,8,152500,1
3888,954,20260517,40,3,1,985000.0,899999.0,85001.0,8.63,746000.0,153999.0,17.11,279352.93,30.43,899999.0,74,4,87500,1
3889,1426,20260224,16,2,1,985000.0,899999.0,85001.0,8.63,746000.0,153999.0,17.11,279352.93,30.43,899999.0,74,4,87500,1
